title,description
Responsive Images,"Did you know that images account for more than , of the bytes on average needed to load a web page?,In this course you will learn how to work with images on the modern web, so that your images look great and load quickly on any device.,Along the way, you will pick up a range of skills and techniques to smoothly integrate responsive images into your development workflow. By the end of the course, you will be developing with images that adapt and respond to different viewport sizes and usage scenarios."
Android Performance,"If you’ve ever hit performance issues that affect your app’s usability, this course will teach you how to identify and diagnose your performance problems. By the end of this course, you’ll be able to perform exploratory tests, run profiling tools, use outputs to navigate to problematic code, and design a plan of attack to mitigate poor performance. You’ll also gain a higher level of understanding about how program code and the Android platform interact, which will help you optimize for performance in the future."
Build Native Mobile Apps with Flutter, Learn from experts at Google how to use Flutter to craft high-quality native interfaces on iOS and Android devices in record time. 
Xcode Debugging,"""If debugging is the process of removing bugs, then programming must be the process of putting them in."", ,Debugging is yin to programming's yang; you can't have one without the other. However, finding bugs in programs can be an incredibly frustrating and demotivating process for developers. This course will teach you a variety of techniques to help make debugging your code easier."
Android Basics: User Input,"Learn the basics of Android and Java programming, and take the first step on your journey to becoming an Android developer!,This course is designed for students who are new to programming, and want to learn how to build Android apps. You don’t need any programming experience to take this course. If you’ve been using a smartphone to surf the web and chat with friends, then you’re our perfect target student!,Learning anything new can be tough. We will walk you through the process of making Android apps, but to get the most out of this course, you must bring your enthusiasm for learning, and budget time on your calendar to learn with us.,By the end of this course, you will have learned how to make your app interactive using buttons and changing text. You will have practiced those skills by making a basketball scores app, and you will have built a full coffee-ordering app.,If you’re curious about the road even farther ahead, these are the free courses that make up the Android Basics Nanodegree, in order: "
iOS Networking with Swift,"In this course, you’ll learn how to incorporate networking into your apps, so they can access data from around the world. You’ll learn how to harness the power of APIs to display images and retrieve movie data. At the end of the course, you’ll build the ""On the Map"" app which allows you to share interesting links, projects, or other information with fellow Udacity students."
JavaScript Design Patterns,"This course covers methods for organizing your code, both conceptually and literally. You’ll learn the importance of separating concerns when writing JavaScript, gaining hands-on experience along the way. Separating concerns can be done with or without an organizational library or framework. We’ll learn how to separate concerns without one, and then we’ll explore an organizational library together. You’ll also learn strategies for exploring other libraries and frameworks on your own.,By the end of this course, you’ll understand (from experience) the importance of code organization, and how to implement it with either vanilla JavaScript or an organizational library or framework. Your applications will start looking clean and professional—not just to your users, but also to anyone who looks at the code driving your applications."
Website Performance Optimization,"You will learn how to optimize any website for speed by diving into the details of how mobile and desktop browsers render pages.,In this short course, you’ll learn about the Critical Rendering Path, or the set of steps browsers must take to convert HTML, CSS and JavaScript into living, breathing websites. From there, you’ll start exploring and experimenting with tools to measure performance and simple strategies to deliver the first pixels to the screen as early as possible. You’ll learn how to dive into recommendations from , and the Timeline view of Google Chrome’s Developer Tools to find the data you need to achieve immediate performance boosts!,This course is also a part of our , Nanodegree."
Gradle for Android and Java,"This course explores how the Gradle build tool compiles and packages apps, and you'll learn to customize the build process. The first half of this course is for anyone interested in Gradle, build automation, and continuous delivery of software.,The latter half of the course reveals the magic that happens after you hit the ""Run"" button in Android Studio. You'll also explore advanced Android topics, learning to configure free vs paid app flavors, create and integrate Android libraries, test your app, and prepare your app for the Play Store."
How to Install Android Studio,"This is a short tutorial that walks you through installing Android Studio on a Windows or Mac machine, beginning with downloading the Java SDK. You will also learn how to set up a new project using the Android Studio Project Wizard."
Linux Command Line Basics,"We have built this course for beginners who have no experience with the Linux system and the command-line interface.,In this course, you'll learn the basics of the command line interface of a Linux server: the terminal and shell (GNU Bash). This course includes an introduction to files and directories in the Linux filesystem."
Front End Frameworks,"Learn how to build Single Page Applications in various Front End Frameworks! In this course, you'll learn how to create both an Angular application and an Ember app from scratch.,As you work through the course, you'll learn key architectural design techniques that make frameworks incredibly powerful."
Responsive Web Design Fundamentals,"In this course you'll learn the fundamentals of responsive web design with Google's Pete LePage! You'll create your own responsive web page that works well on any device - phone, tablet, desktop or anything in between.,You’ll start by exploring what makes a site responsive and how some common responsive design patterns work across different devices.  From there, you’ll learn how to create your own responsive layout using the viewport tag and CSS media queries.  As you proceed, you’ll experiment with major and minor breakpoints, and optimizing text for reading."
Web Tooling & Automation,"In this course, you’ll learn how to setup your development, get super productive during daily work and iteration, prevent yourself and your site from disasters and save a lot of time and effort with automatic optimization and automation. Finally, you’ll learn how to do all this while being confident your code runs on a multitude of devices in the real world."
Become a Developer for Microsoft Azure,"Microsoft Azure is one of the most popular cloud services platforms used by enterprises, making it a crucial tool for cloud computing professionals to add to their skillset. The Developer for Microsoft Azure Nanodegree program teaches students how to deploy, build, migrate, and monitor applications on Azure, thereby preparing learners for success on Microsoft’s AZ-204 Azure Developer Associate Expert certification."
Android Basics: Multiscreen Apps,"This course is a part of the ,.,Android apps are everywhere and learning to build them can be a fantastic career move. Continue on your Android app development education and learn to build multi-screen apps!,This course is designed for students who have completed the ,. You don’t need any programming experience besides that course!,Learning anything new can be tough. We will walk you through the process of making Android apps, but to get the most out of this course, bring your enthusiasm for learning, and budget time on your calendar to learn with us.  It will be an adventure!,By the end of the course, you’ll build a language-learning app that you can share with your friends. ,If you’re curious about the road even farther ahead, these are the free courses that make up the Android Basics Nanodegree, in order: "
Become a Machine Learning Engineer for Microsoft Azure,"In this program, students will enhance their skills by building and deploying sophisticated machine learning solutions using popular open source tools and frameworks, and gain practical experience running complex machine learning tasks using the built-in Azure labs accessible inside the Udacity classroom."
Predictive Analytics for Business,Learn to apply predictive analytics and business intelligence to solve real-world business problems.
Become a Data Architect,"In this program, you’ll plan, design and implement enterprise data infrastructure solutions and create the blueprints for an organization’s data management system. You’ll create a relational database with PostGreSQL, design an Online Analytical Processing (OLAP) data model to build a cloud based data warehouse, and design scalable data lake architecture that meets the needs of Big Data. Finally, you’ll learn how to apply the principles of data governance to an organization’s data management system.  
"
Microsoft Power Platform,
Become a Hybrid Cloud Engineer,"This Nanodegree program, built in collaboration with experts from Nutanix, a leader in the cutting-edge field of hyperconverged infrastructure software, takes cloud technology and data-center professionals on an in-depth journey into the design, deployment, and management of infrastructure and applications together on the Hybrid Cloud. Master the concepts you need to transform how your IT teams manage applications and support the business."
Agile Software Development,"Learn how to build products that deliver continuous value to customers using an Agile approach to software development. By the end of this program, students will be able to differentiate between Scrum, Kanban, and XP, create an environment that fosters high performing teams, and manage iteration planning using Agile techniques. Students will also be able to create a release plan for a Minimum Viable Product, create metrics that show project status, and effectively communicate progress both within and outside of the development team."
Become an RPA Developer,The RPA Developer Nanodegree Program helps students develop professional-level skills focused on developing and deploying software robots. You will learn basic RPA concepts and how to use the UiPath RPA software platform to automate business processes while refreshing basic programming skills along the way.
Become an Android Kotlin Developer,"Built in collaboration with Google, this program will prepare you to become a professional Android developer and allow you to create a diverse portfolio of projects to show employers. By the end of this program, you will be able to use Android development platform best-practices, Android Studio, Android Jetpack, and Kotlin to build your own apps for the world’s most-used mobile platform.
"
Learn Intermediate Python,"Python is a general-purpose coding language with applications in web development, data science, machine learning, fintech and more. The Intermediate Python Nanodegree program equips you to leverage the capabilities of Python and streamline the functionality of applications that perform complex tasks, such as classifying files, data mining a webpage, etc. By the end of the program, you’ll have a portfolio that demonstrates your ability to apply practicioner-level Python skills on the job.
"
Activation and Retention Strategy,"Get started with the second course in the Growth Product Manager Nanodegree program. Hone specialized Product Management skills in activation and retention strategy by learning how to guide users through the activation funnel as fast as possible, so they reach your product’s aha-moment. Apply the fundamentals of increasing customer engagement, and learn how to analyze cohorts to identify key factors for retention. You will also deploy experiments to improve customer lifetime value and decrease churn rate."
Data Streaming ,"Learn how to process data in real-time by building fluency in modern data engineering tools, such as Apache Spark, Kafka, Spark Streaming, and Kafka Streaming.

You’ll start by understanding the components of data streaming systems. You’ll then build a real-time analytics application. Students will also compile data and run analytics, as well as draw insights from reports generated by the streaming console."
Intel® Edge AI for IoT Developers,"Leverage the Intel® Distribution of OpenVINO™ Toolkit to fast-track development of high-performance computer vision and deep learning inference applications, and run pre-trained deep learning models for computer vision on-premise. You will identify key hardware specifications of various hardware types (CPU, VPU, FPGA, and Integrated GPU), and utilize the Intel® DevCloud for the Edge to test model performance on the various hardware types. Finally, you will use software tools to optimize deep learning models to improve performance of Edge AI systems. "
Become a Sensor Fusion Engineer,"Learn to detect obstacles in lidar point clouds through clustering and segmentation, apply thresholds and filters to radar data in order to accurately track objects, and augment your perception by projecting camera images into three dimensions and fusing these projections with other sensor data. Combine this sensor data with Kalman filters to perceive the world around a vehicle and track objects over time."
Become a Product Manager,"Product Managers are responsible for designing and delivering a profitable product or feature into the market. In this program, you will learn to define product strategy and KPIs based on market analysis, pitch a product vision to get stakeholder buy-in, and design a user-centered prototype that adheres to engineering constraints. Then, you will develop an execution timeline that handles competing priorities, communicate a product roadmap that builds consensus amongst internal stakeholders, and create a comprehensive go-to-market plan based on product KPIs. Finally, you will build tests to enhance product features based on market data.
"
Programming for Data Science with R,"Learn the programming fundamentals required for a career in data science. By the end of the program, you will be able to use R, SQL, Command Line, and Git."
Data Structures and Algorithms,"In this course you will learn data structures and algorithms by solving 80+ practice problems. You will begin each course by learning to solve defined problems related to a particular data structure and algorithm. By the end of each course, you would be able to evaluate and assess different data structures and algorithms for any open-ended problem and implement a solution based on your design choices."
Learn Intermediate JavaScript,"The goal of the Intermediate JavaScript Nanodegree program is to prepare students for roles in web development, server-side application development, and desktop development that require a more advanced set of JavaScript skills. This program will also prepare students with the skills required to use JavaScript frameworks like React, Angular, and Vue. "
Data Science for Business Leaders,"This course provides business leaders and managers with strategies and guidelines for how best to solve the human capital, technological, and management challenges of building data science into the business. Students will gain skills in identifying opportunities for data science across many functional areas of the business, as well as learn the tools to prioritize and execute on those opportunities as part of a data science initiative."
AI for Business Leaders,"You’ll develop foundational technical knowledge of machine learning and the business applications of artificial intelligence across industries. Through practical case studies, you’ll learn what strategic questions to ask, and how to formulate proposals when evaluating opportunities to embed machine learning processes and artificial intelligence technology into a corporate strategy. Finally, in the capstone project, you will build an AI-backed strategy that can be integrated into your own business."
Become a Data Product Manager,"Leverage market data to amplify product development. Learn how to apply data science techniques, data engineering processes, and market experimentation tests to deliver customized product experiences. Begin by leveraging the power of SQL and Tableau to inform product strategy. Then, develop data pipelines and warehousing strategies that prepare data collected from a product for robust analysis. Finally, learn techniques for evaluating the data from live products, including how to design and execute various A/B and multivariate tests to shape the next iteration of a product."
Become a Growth Product Manager,"During the Growth Product Manager Nanodegree program, you will learn to build acquisition funnels, identify core customers, and optimize growth loop models. Then, you will learn how to analyze your results and make improvements to your strategies. Next, you will learn activation theories on how to decrease time-to-value and friction for both B2C and B2B product users, as well as retention theories, for creating audiences and increasing engagement. Finally, you will learn the ins and outs of monetization, from designing pricing plans to determining optimal price points using pricing metrics."
Become a Robotics Software Engineer,"Begin your exploration into the world of robotics software engineering with a practical, system-focused approach to programming robots using the ROS framework and C++. In addition, learn and apply robotics software engineering algorithms such as localization, mapping, and navigation."
Data Visualization,"You’ll start by building data visualizations and dashboards, considering your audiences to be as effective as possible. Then, you’ll move into drafting presentations using storytelling techniques, visualizations, and animations to provide data-driven recommendations. "
Flying Car and Autonomous Flight Engineer,"You’ll learn the core concepts required to design and develop robots that fly. You’ll work with the quadrotor test platform and our custom flight simulator to implement planning, control, and estimation solutions."
Become a Java Web Developer,"Learn back-end development with the Java programming language, one of the most popular programming languages in the world and one a majority of large enterprises rely on for their infrastructure.  "
Expand Your Knowledge of Artificial Intelligence,"Learn to write programs using the foundational AI algorithms powering everything from NASA’s Mars Rover to DeepMind’s AlphaGo Zero. You’ll master Beam Search and Random Hill Climbing, Bayes Networks and Hidden Markov Models, and more."
Become a Marketing Analyst,"In this program, you’ll learn foundational data skills, gain an in-depth understanding of Google Analytics and marketing analytics. You’ll learn to analyze data and build models with Excel, Data Studio, and create informative data visualizations with Tableau."
Become a Blockchain Developer,"Learn the fundamentals of the blockchain platform. Create your own private blockchain, and secure a digital asset using blockchain identity. Explore the Ethereum platform, and use Solidity and smart contracts to develop your own decentralized app."
Introduction to Cybersecurity,"Take your first step toward a career in cybersecurity and learn the skills required to become a security professional with the Introduction to Cybersecurity Nanodegree program. In this program, you will learn how to evaluate, maintain, and monitor the security of computer systems. You’ll also learn how to assess threats, respond to incidents, and implement security controls to reduce risk and meet security compliance goals."
AI for Healthcare,"Learn to build, evaluate, and integrate predictive models that have the power to transform patient outcomes.  Begin by classifying and segmenting 2D and 3D medical images to augment diagnosis and then move on to modeling patient outcomes with electronic health records to optimize clinical trial testing decisions. Finally, build an algorithm that uses data collected from wearable devices to estimate the wearer’s pulse rate in the presence of motion."
Android Basics by Google,We built this curriculum with Google for aspiring Android developers who are new to programming to ensure that you get the real-world skills you need to know how to build and accelerate your journey towards becoming a professional Android Developer.
Become a Natural Language Processing Expert,"Learn cutting-edge natural language processing techniques to process speech and analyze text. Build probabilistic and deep learning models, such as hidden Markov models and recurrent neural networks, to teach the computer to do tasks such as speech recognition, machine translation, and more!"
Intro to Self-Driving Cars,"In this program, you’ll sharpen your Python skills, apply C++, apply matrices and calculus in code, and touch on computer vision and machine learning. These concepts will be applied to solving self-driving car problems. At the end, you’ll be ready for our Self-Driving Car Engineer Nanodegree program!"
Become a React Developer,"In this Nanodegree program, you'll learn how to build declarative user interfaces for the web with React, and for iOS and Android with React Native. You'll also learn how to manage state more predictably in your applications with Redux."
Become an AWS Cloud Architect,"Play a critical role in an organization’s cloud computing strategy as an AWS Cloud Architect. Learn to plan, design, and implement secure cloud infrastructure in AWS at scale. Begin by designing and building high availability infrastructure, and then move on to building scalable, secure, and cost-optimized architecture. Finally, explore and execute best practices and strategies around securing access to cloud services and infrastructure. 

"
Intro to Machine Learning with TensorFlow,"Learn foundational machine learning algorithms, starting with data cleaning and supervised models. Then, move on to exploring deep and unsupervised learning. At each step, get practical experience by applying your skills to code exercises and projects.
"
Become a Deep Reinforcement Learning Expert,"Learn cutting-edge deep reinforcement learning algorithms—from Deep Q-Networks (DQN) to Deep Deterministic Policy Gradients (DDPG). Apply these concepts to train agents to walk, drive, or perform other complex tasks, and build a robust portfolio of deep reinforcement learning projects."
Become an iOS Developer,"You will start by learning the basics of iOS app development using the Swift programming language and Xcode, Apple's development environment. You'll develop your first iOS apps using layouts, views, UIKit, and more. Then, you’ll progress to build more complex and advanced applications, using networking, and Apple’s Grand Central Dispatch and Core Data, and will be ready to publish your capstone project to the App Store."
Become a Cloud Developer,"Start by learning the fundamentals of cloud development and deployment with AWS. Then, build different apps leveraging microservices, Kubernetes clusters, and serverless application technology. "
Become a Computer Vision Expert,"Learn cutting-edge computer vision and deep learning techniques—from basic image processing, to building and customizing convolutional neural networks. Apply these concepts to vision tasks such as automatic image captioning and object tracking, and build a robust portfolio of computer vision projects."
Become a DevOps Engineer for Microsoft Azure,"Microsoft Azure is one of the most popular cloud services platforms used by enterprises, making it a crucial tool for cloud computing professionals to add to their skillset. The DevOps Engineer for Microsoft Azure Nanodegree program teaches students how to deploy, test, and monitor cloud applications on Azure, thereby preparing learners for success on Microsoft’s AZ-400 DevOps Engineer Expert certification exam."
Intro to Machine Learning with PyTorch,"Learn foundational machine learning algorithms, starting with data cleaning and supervised models. Then, move on to exploring deep and unsupervised learning. At each step, get practical experience by applying your skills to code exercises and projects.
"
Monetization Strategy Course,"Build sustainable profit streams from products. Learn how to identify target markets, buyer personas, and outreach channels to optimize the path to purchase. Begin by synthesizing market and customer data to formulate key buyer personas and the relevant outreach channel mix build. Then, leverage buyer psychology to develop a path to purchase that is optimized for paid conversion. Finally, apply premium value and pricing tactics to create a monetization model that increases the customer lifetime value : customer acquisition cost (LTV : CAC) ratio. "
Artificial Intelligence for Trading,"Learn the basics of quantitative analysis, including data processing, trading signal generation, and portfolio management. Use Python to work with historical stock data, develop trading strategies, and construct a multi-factor model with optimization."
AI Programming with Python,"Learn the essential foundations of AI: the programming tools (Python, NumPy, PyTorch), the math (calculus and linear algebra), and the key techniques of neural networks (gradient descent and backpropagation)."
Learn SQL,"Perform analysis on data stored in relational and non-relational database systems to power strategic decision-making. Learn to determine, create, and execute SQL and NoSQL queries that manipulate and dissect large scale datasets. Begin by leveraging the power of SQL commands, functions, and data cleaning methodologies to join, aggregate, and clean tables, as well as complete performance tune analysis to provide strategic business recommendations. Finally, apply relational database management techniques to normalize data schemas in order to build the supporting data structures for a social news aggregator."
